contig,chr,cM
IWGSC_CSS_2BS_scaff_5167382,2B,4.558
IWGSC_CSS_2BS_scaff_5167462,2B,4.558
IWGSC_CSS_2BS_scaff_5167690,2B,4.558
IWGSC_CSS_2BS_scaff_5167991,2B,4.558
IWGSC_CSS_2BS_scaff_5168374,2B,4.558
IWGSC_CSS_2BS_scaff_5168976,2B,4.558
IWGSC_CSS_2BS_scaff_5170958,2B,4.558
IWGSC_CSS_2BS_scaff_5172088,2B,4.558
IWGSC_CSS_2BS_scaff_5172775,2B,4.558
IWGSC_CSS_2BS_scaff_5172878,2B,4.558
IWGSC_CSS_2BS_scaff_5173679,2B,4.558
IWGSC_CSS_2BS_scaff_5177078,2B,4.558
IWGSC_CSS_2BS_scaff_5180442,2B,4.558
IWGSC_CSS_2BS_scaff_5181233,2B,4.558
IWGSC_CSS_2BS_scaff_5183338,2B,4.558
IWGSC_CSS_2BS_scaff_5183447,2B,4.558
IWGSC_CSS_2BS_scaff_5183654,2B,4.558
IWGSC_CSS_2BS_scaff_5183655,2B,4.558
IWGSC_CSS_2BS_scaff_5185119,2B,4.558
IWGSC_CSS_2BS_scaff_5186145,2B,4.558
IWGSC_CSS_2BS_scaff_5186460,2B,4.558
IWGSC_CSS_2BS_scaff_5188349,2B,4.558
IWGSC_CSS_2BS_scaff_5188687,2B,4.558
IWGSC_CSS_2BS_scaff_5189151,2B,4.558
IWGSC_CSS_2BS_scaff_5189275,2B,4.558
IWGSC_CSS_2BS_scaff_5189327,2B,4.558
IWGSC_CSS_2BS_scaff_5192068,2B,4.558
IWGSC_CSS_2BS_scaff_5192273,2B,4.558
IWGSC_CSS_2BS_scaff_5192628,2B,4.558
IWGSC_CSS_2BS_scaff_5192753,2B,4.558
IWGSC_CSS_2BS_scaff_5192908,2B,4.558
IWGSC_CSS_2BS_scaff_5196791,2B,4.558
IWGSC_CSS_2BS_scaff_5197752,2B,4.558
IWGSC_CSS_2BS_scaff_5197884,2B,4.558
IWGSC_CSS_2BS_scaff_5199420,2B,4.558
IWGSC_CSS_2BS_scaff_5199716,2B,4.558
IWGSC_CSS_2BS_scaff_5199821,2B,4.558
IWGSC_CSS_2BS_scaff_5201255,2B,4.558
IWGSC_CSS_2BS_scaff_5201930,2B,4.558
IWGSC_CSS_2BS_scaff_5202442,2B,4.558
IWGSC_CSS_2BS_scaff_5202772,2B,4.558
IWGSC_CSS_2BS_scaff_5203463,2B,4.558
IWGSC_CSS_2BS_scaff_5204424,2B,4.558
IWGSC_CSS_2BS_scaff_5204519,2B,4.558
IWGSC_CSS_2BS_scaff_5204633,2B,4.558
IWGSC_CSS_2BS_scaff_5205644,2B,4.558
IWGSC_CSS_2BS_scaff_5206576,2B,4.558
IWGSC_CSS_2BS_scaff_5209424,2B,4.558
IWGSC_CSS_2BS_scaff_5210388,2B,4.558
IWGSC_CSS_2BS_scaff_5210577,2B,4.558
IWGSC_CSS_2BS_scaff_5210749,2B,4.558
IWGSC_CSS_2BS_scaff_5211407,2B,4.558
IWGSC_CSS_2BS_scaff_5211718,2B,4.558
IWGSC_CSS_2BS_scaff_5211729,2B,4.558
IWGSC_CSS_2BS_scaff_5214092,2B,4.558
IWGSC_CSS_2BS_scaff_5216590,2B,4.558
IWGSC_CSS_2BS_scaff_5218762,2B,4.558
IWGSC_CSS_2BS_scaff_5219167,2B,4.558
IWGSC_CSS_2BS_scaff_5219398,2B,4.558
IWGSC_CSS_2BS_scaff_5219677,2B,4.558
IWGSC_CSS_2BS_scaff_5220153,2B,4.558
IWGSC_CSS_2BS_scaff_5221439,2B,4.558
IWGSC_CSS_2BS_scaff_5222159,2B,4.558
IWGSC_CSS_2BS_scaff_5222490,2B,4.558
IWGSC_CSS_2BS_scaff_5225870,2B,4.558
IWGSC_CSS_2BS_scaff_5226413,2B,4.558
IWGSC_CSS_2BS_scaff_5226524,2B,4.558
IWGSC_CSS_2BS_scaff_5227201,2B,4.558
IWGSC_CSS_2BS_scaff_5230534,2B,4.558
IWGSC_CSS_2BS_scaff_5231329,2B,4.558
IWGSC_CSS_2BS_scaff_5231383,2B,4.558
IWGSC_CSS_2BS_scaff_5232137,2B,4.558
IWGSC_CSS_2BS_scaff_5234425,2B,4.558
IWGSC_CSS_2BS_scaff_5235557,2B,4.558
IWGSC_CSS_2BS_scaff_5235683,2B,4.558
IWGSC_CSS_2BS_scaff_5236726,2B,4.558
IWGSC_CSS_2BS_scaff_5237509,2B,4.558
IWGSC_CSS_2BS_scaff_5241885,2B,4.558
IWGSC_CSS_2BS_scaff_5242169,2B,4.558
IWGSC_CSS_2BS_scaff_5242467,2B,4.558
IWGSC_CSS_2BS_scaff_5242938,2B,4.558
IWGSC_CSS_2BS_scaff_5242939,2B,4.558
IWGSC_CSS_2BS_scaff_5243242,2B,4.558
IWGSC_CSS_2BS_scaff_5243243,2B,4.558
IWGSC_CSS_2BS_scaff_5243669,2B,4.558
IWGSC_CSS_2BS_scaff_5243871,2B,4.558
IWGSC_CSS_2BS_scaff_5245405,2B,4.558
IWGSC_CSS_2BS_scaff_5246009,2B,4.558
IWGSC_CSS_2BS_scaff_5246071,2B,4.558
IWGSC_CSS_2BS_scaff_5246119,2B,4.558
IWGSC_CSS_2BS_scaff_5246128,2B,4.558
IWGSC_CSS_2BS_scaff_5246423,2B,4.558
IWGSC_CSS_2BS_scaff_5247690,2B,4.558
IWGSC_CSS_2BS_scaff_823655,2B,4.558
IWGSC_CSS_2BS_scaff_83122,2B,4.558
IWGSC_CSS_2BS_scaff_859249,2B,4.558
IWGSC_CSS_4BS_scaff_4875307,2B,4.558
IWGSC_CSS_4BS_scaff_4889020,2B,4.558
IWGSC_CSS_4BS_scaff_4948894,2B,4.558
IWGSC_CSS_2BS_scaff_3169138,2B,5.695
IWGSC_CSS_2BS_scaff_5156862,2B,5.695
IWGSC_CSS_2BS_scaff_5157815,2B,5.695
IWGSC_CSS_2BS_scaff_5166147,2B,5.695
IWGSC_CSS_2BS_scaff_5168638,2B,5.695
IWGSC_CSS_2BS_scaff_5170710,2B,5.695
IWGSC_CSS_2BS_scaff_5198890,2B,5.695
IWGSC_CSS_2BS_scaff_5200966,2B,5.695
IWGSC_CSS_2BS_scaff_5202759,2B,5.695
IWGSC_CSS_2BS_scaff_5214313,2B,5.695
IWGSC_CSS_2BS_scaff_5222245,2B,5.695
IWGSC_CSS_2BS_scaff_5234069,2B,5.695
IWGSC_CSS_2BS_scaff_5236101,2B,5.695
IWGSC_CSS_2BS_scaff_5236358,2B,5.695
IWGSC_CSS_2BS_scaff_5236679,2B,5.695
IWGSC_CSS_2BS_scaff_5238164,2B,5.695
IWGSC_CSS_2BS_scaff_5241580,2B,5.695
IWGSC_CSS_2BS_scaff_5242556,2B,5.695
IWGSC_CSS_2BS_scaff_5242836,2B,5.695
IWGSC_CSS_2BS_scaff_5244730,2B,5.695
IWGSC_CSS_2BS_scaff_1050941,2B,6.832
IWGSC_CSS_2BS_scaff_1103552,2B,6.832
IWGSC_CSS_2BS_scaff_1176771,2B,6.832
IWGSC_CSS_2BS_scaff_2634469,2B,6.832
IWGSC_CSS_2BS_scaff_3302259,2B,6.832
IWGSC_CSS_2BS_scaff_4425837,2B,6.832
IWGSC_CSS_2BS_scaff_5155540,2B,6.832
IWGSC_CSS_2BS_scaff_5157194,2B,6.832
IWGSC_CSS_2BS_scaff_5157779,2B,6.832
IWGSC_CSS_2BS_scaff_5157821,2B,6.832
IWGSC_CSS_2BS_scaff_5158283,2B,6.832
IWGSC_CSS_2BS_scaff_5164025,2B,6.832
IWGSC_CSS_2BS_scaff_5167244,2B,6.832
IWGSC_CSS_2BS_scaff_5170225,2B,6.832
IWGSC_CSS_2BS_scaff_5171142,2B,6.832
IWGSC_CSS_2BS_scaff_5171739,2B,6.832
IWGSC_CSS_2BS_scaff_5172016,2B,6.832
IWGSC_CSS_2BS_scaff_5172788,2B,6.832
IWGSC_CSS_2BS_scaff_5172917,2B,6.832
IWGSC_CSS_2BS_scaff_5173758,2B,6.832
IWGSC_CSS_2BS_scaff_5174575,2B,6.832
IWGSC_CSS_2BS_scaff_5178567,2B,6.832
IWGSC_CSS_2BS_scaff_5181501,2B,6.832
IWGSC_CSS_2BS_scaff_5182000,2B,6.832
IWGSC_CSS_2BS_scaff_5182492,2B,6.832
IWGSC_CSS_2BS_scaff_5183502,2B,6.832
IWGSC_CSS_2BS_scaff_5184585,2B,6.832
IWGSC_CSS_2BS_scaff_5184773,2B,6.832
IWGSC_CSS_2BS_scaff_5185118,2B,6.832
IWGSC_CSS_2BS_scaff_5186281,2B,6.832
IWGSC_CSS_2BS_scaff_5189184,2B,6.832
IWGSC_CSS_2BS_scaff_5190469,2B,6.832
IWGSC_CSS_2BS_scaff_5190952,2B,6.832
IWGSC_CSS_2BS_scaff_5191335,2B,6.832
IWGSC_CSS_2BS_scaff_5191416,2B,6.832
IWGSC_CSS_2BS_scaff_5191750,2B,6.832
IWGSC_CSS_2BS_scaff_5192756,2B,6.832
IWGSC_CSS_2BS_scaff_5192792,2B,6.832
IWGSC_CSS_2BS_scaff_5193599,2B,6.832
IWGSC_CSS_2BS_scaff_5194426,2B,6.832
IWGSC_CSS_2BS_scaff_5194597,2B,6.832
IWGSC_CSS_2BS_scaff_5196151,2B,6.832
IWGSC_CSS_2BS_scaff_5198726,2B,6.832
IWGSC_CSS_2BS_scaff_5200346,2B,6.832
IWGSC_CSS_2BS_scaff_5204867,2B,6.832
IWGSC_CSS_2BS_scaff_5205643,2B,6.832
IWGSC_CSS_2BS_scaff_5208111,2B,6.832
IWGSC_CSS_2BS_scaff_5208300,2B,6.832
IWGSC_CSS_2BS_scaff_5210792,2B,6.832
IWGSC_CSS_2BS_scaff_5212396,2B,6.832
IWGSC_CSS_2BS_scaff_5212739,2B,6.832
IWGSC_CSS_2BS_scaff_5213153,2B,6.832
IWGSC_CSS_2BS_scaff_5213617,2B,6.832
IWGSC_CSS_2BS_scaff_5213710,2B,6.832
IWGSC_CSS_2BS_scaff_5213724,2B,6.832
IWGSC_CSS_2BS_scaff_5214710,2B,6.832
IWGSC_CSS_2BS_scaff_5214828,2B,6.832
IWGSC_CSS_2BS_scaff_5214958,2B,6.832
IWGSC_CSS_2BS_scaff_5218422,2B,6.832
IWGSC_CSS_2BS_scaff_5222146,2B,6.832
IWGSC_CSS_2BS_scaff_5222563,2B,6.832
IWGSC_CSS_2BS_scaff_5223663,2B,6.832
IWGSC_CSS_2BS_scaff_5224798,2B,6.832
IWGSC_CSS_2BS_scaff_5226543,2B,6.832
IWGSC_CSS_2BS_scaff_5226946,2B,6.832
IWGSC_CSS_2BS_scaff_5229491,2B,6.832
IWGSC_CSS_2BS_scaff_5233515,2B,6.832
IWGSC_CSS_2BS_scaff_5233615,2B,6.832
IWGSC_CSS_2BS_scaff_5235558,2B,6.832
IWGSC_CSS_2BS_scaff_5236174,2B,6.832
IWGSC_CSS_2BS_scaff_5237775,2B,6.832
IWGSC_CSS_2BS_scaff_5241899,2B,6.832
IWGSC_CSS_2BS_scaff_5242099,2B,6.832
IWGSC_CSS_2BS_scaff_5242145,2B,6.832
IWGSC_CSS_2BS_scaff_5243156,2B,6.832
IWGSC_CSS_2BS_scaff_5244238,2B,6.832
IWGSC_CSS_2BS_scaff_5244405,2B,6.832
IWGSC_CSS_2BS_scaff_5244442,2B,6.832
IWGSC_CSS_2BS_scaff_5244737,2B,6.832
IWGSC_CSS_2BS_scaff_5244967,2B,6.832
IWGSC_CSS_2BS_scaff_5245583,2B,6.832
IWGSC_CSS_2BS_scaff_5246417,2B,6.832
IWGSC_CSS_2BS_scaff_5246627,2B,6.832
IWGSC_CSS_2BS_scaff_5246675,2B,6.832
IWGSC_CSS_2BS_scaff_5247170,2B,6.832
IWGSC_CSS_2BS_scaff_5247209,2B,6.832
IWGSC_CSS_2BS_scaff_5247714,2B,6.832
IWGSC_CSS_2BS_scaff_5247762,2B,6.832
IWGSC_CSS_2BS_scaff_918915,2B,6.832
IWGSC_CSS_5DL_scaff_4532125,2B,6.832
IWGSC_CSS_6BS_scaff_2954513,2B,6.832
IWGSC_CSS_2BL_scaff_6092169,2B,7.4005
IWGSC_CSS_2BS_scaff_1697348,2B,7.4005
IWGSC_CSS_2BS_scaff_1985627,2B,7.4005
IWGSC_CSS_2BS_scaff_2836598,2B,7.4005
IWGSC_CSS_2BS_scaff_357684,2B,7.4005
IWGSC_CSS_2BS_scaff_397447,2B,7.4005
IWGSC_CSS_2BS_scaff_5129377,2B,7.4005
IWGSC_CSS_2BS_scaff_5158941,2B,7.4005
IWGSC_CSS_2BS_scaff_5160074,2B,7.4005
IWGSC_CSS_2BS_scaff_5160176,2B,7.4005
IWGSC_CSS_2BS_scaff_5163278,2B,7.4005
IWGSC_CSS_2BS_scaff_5165098,2B,7.4005
IWGSC_CSS_2BS_scaff_5165224,2B,7.4005
IWGSC_CSS_2BS_scaff_5168522,2B,7.4005
IWGSC_CSS_2BS_scaff_5169403,2B,7.4005
IWGSC_CSS_2BS_scaff_5169702,2B,7.4005
IWGSC_CSS_2BS_scaff_5170154,2B,7.4005
IWGSC_CSS_2BS_scaff_5175602,2B,7.4005
IWGSC_CSS_2BS_scaff_5176569,2B,7.4005
IWGSC_CSS_2BS_scaff_5178317,2B,7.4005
IWGSC_CSS_2BS_scaff_5179179,2B,7.4005
IWGSC_CSS_2BS_scaff_5180140,2B,7.4005
IWGSC_CSS_2BS_scaff_5182895,2B,7.4005
IWGSC_CSS_2BS_scaff_5184026,2B,7.4005
IWGSC_CSS_2BS_scaff_5185169,2B,7.4005
IWGSC_CSS_2BS_scaff_5188898,2B,7.4005
IWGSC_CSS_2BS_scaff_5189923,2B,7.4005
IWGSC_CSS_2BS_scaff_5194329,2B,7.4005
IWGSC_CSS_2BS_scaff_5196082,2B,7.4005
IWGSC_CSS_2BS_scaff_5197263,2B,7.4005
IWGSC_CSS_2BS_scaff_5197400,2B,7.4005
IWGSC_CSS_2BS_scaff_5199010,2B,7.4005
IWGSC_CSS_2BS_scaff_5200228,2B,7.4005
IWGSC_CSS_2BS_scaff_5200718,2B,7.4005
IWGSC_CSS_2BS_scaff_5202770,2B,7.4005
IWGSC_CSS_2BS_scaff_5205480,2B,7.4005
IWGSC_CSS_2BS_scaff_5206151,2B,7.4005
IWGSC_CSS_2BS_scaff_5210715,2B,7.4005
IWGSC_CSS_2BS_scaff_5211383,2B,7.4005
IWGSC_CSS_2BS_scaff_5211614,2B,7.4005
IWGSC_CSS_2BS_scaff_5215417,2B,7.4005
IWGSC_CSS_2BS_scaff_5216843,2B,7.4005
IWGSC_CSS_2BS_scaff_5217691,2B,7.4005
IWGSC_CSS_2BS_scaff_5219410,2B,7.4005
IWGSC_CSS_2BS_scaff_5225469,2B,7.4005
IWGSC_CSS_2BS_scaff_5227853,2B,7.4005
IWGSC_CSS_2BS_scaff_5228764,2B,7.4005
IWGSC_CSS_2BS_scaff_5241284,2B,7.4005
IWGSC_CSS_2BS_scaff_5241594,2B,7.4005
IWGSC_CSS_2BS_scaff_5242018,2B,7.4005
IWGSC_CSS_2BS_scaff_5242022,2B,7.4005
IWGSC_CSS_2BS_scaff_5243181,2B,7.4005
IWGSC_CSS_2BS_scaff_5245135,2B,7.4005
IWGSC_CSS_2BS_scaff_5245268,2B,7.4005
IWGSC_CSS_2BS_scaff_5245373,2B,7.4005
IWGSC_CSS_2BS_scaff_5245374,2B,7.4005
IWGSC_CSS_2BS_scaff_5245600,2B,7.4005
IWGSC_CSS_2BS_scaff_5247468,2B,7.4005
IWGSC_CSS_3B_scaff_10530720,2B,7.4005
IWGSC_CSS_5BL_scaff_10830761,2B,7.4005
IWGSC_CSS_6BS_scaff_2771513,2B,7.4005
IWGSC_CSS_2BS_scaff_1140500,2B,7.969
IWGSC_CSS_2BS_scaff_1731718,2B,7.969
IWGSC_CSS_2BS_scaff_1886577,2B,7.969
IWGSC_CSS_2BS_scaff_2462154,2B,7.969
IWGSC_CSS_2BS_scaff_2474631,2B,7.969
IWGSC_CSS_2BS_scaff_2812318,2B,7.969
IWGSC_CSS_2BS_scaff_284852,2B,7.969
IWGSC_CSS_2BS_scaff_2963494,2B,7.969
IWGSC_CSS_2BS_scaff_300628,2B,7.969
IWGSC_CSS_2BS_scaff_3022130,2B,7.969
IWGSC_CSS_2BS_scaff_3430828,2B,7.969
IWGSC_CSS_2BS_scaff_3918726,2B,7.969
IWGSC_CSS_2BS_scaff_414030,2B,7.969
IWGSC_CSS_2BS_scaff_4141239,2B,7.969
IWGSC_CSS_2BS_scaff_4158062,2B,7.969
IWGSC_CSS_2BS_scaff_4532762,2B,7.969
IWGSC_CSS_2BS_scaff_4611848,2B,7.969
IWGSC_CSS_2BS_scaff_4772674,2B,7.969
IWGSC_CSS_2BS_scaff_486771,2B,7.969
IWGSC_CSS_2BS_scaff_4953561,2B,7.969
IWGSC_CSS_2BS_scaff_5074831,2B,7.969
IWGSC_CSS_2BS_scaff_5154878,2B,7.969
IWGSC_CSS_2BS_scaff_5155658,2B,7.969
IWGSC_CSS_2BS_scaff_5155813,2B,7.969
IWGSC_CSS_2BS_scaff_5156091,2B,7.969
IWGSC_CSS_2BS_scaff_5158259,2B,7.969
IWGSC_CSS_2BS_scaff_5158744,2B,7.969
IWGSC_CSS_2BS_scaff_5158822,2B,7.969
IWGSC_CSS_2BS_scaff_5159283,2B,7.969
IWGSC_CSS_2BS_scaff_5159367,2B,7.969
IWGSC_CSS_2BS_scaff_5159415,2B,7.969
IWGSC_CSS_2BS_scaff_5159794,2B,7.969
IWGSC_CSS_2BS_scaff_5159914,2B,7.969
IWGSC_CSS_2BS_scaff_5160022,2B,7.969
IWGSC_CSS_2BS_scaff_5160564,2B,7.969
IWGSC_CSS_2BS_scaff_5160973,2B,7.969
IWGSC_CSS_2BS_scaff_5160983,2B,7.969
IWGSC_CSS_2BS_scaff_5161178,2B,7.969
IWGSC_CSS_2BS_scaff_5161409,2B,7.969
IWGSC_CSS_2BS_scaff_5161701,2B,7.969
IWGSC_CSS_2BS_scaff_5162875,2B,7.969
IWGSC_CSS_2BS_scaff_5163820,2B,7.969
IWGSC_CSS_2BS_scaff_5163857,2B,7.969
IWGSC_CSS_2BS_scaff_5163969,2B,7.969
IWGSC_CSS_2BS_scaff_5164682,2B,7.969
IWGSC_CSS_2BS_scaff_5164691,2B,7.969
IWGSC_CSS_2BS_scaff_5164840,2B,7.969
IWGSC_CSS_2BS_scaff_5164997,2B,7.969
IWGSC_CSS_2BS_scaff_5165777,2B,7.969
IWGSC_CSS_2BS_scaff_5166202,2B,7.969
IWGSC_CSS_2BS_scaff_5166649,2B,7.969
IWGSC_CSS_2BS_scaff_5167136,2B,7.969
IWGSC_CSS_2BS_scaff_5167241,2B,7.969
IWGSC_CSS_2BS_scaff_5167854,2B,7.969
IWGSC_CSS_2BS_scaff_5167874,2B,7.969
IWGSC_CSS_2BS_scaff_5168283,2B,7.969
IWGSC_CSS_2BS_scaff_5168656,2B,7.969
IWGSC_CSS_2BS_scaff_5168972,2B,7.969
IWGSC_CSS_2BS_scaff_5169612,2B,7.969
IWGSC_CSS_2BS_scaff_5170902,2B,7.969
IWGSC_CSS_2BS_scaff_5171037,2B,7.969
IWGSC_CSS_2BS_scaff_5171700,2B,7.969
IWGSC_CSS_2BS_scaff_5171707,2B,7.969
IWGSC_CSS_2BS_scaff_5172447,2B,7.969
IWGSC_CSS_2BS_scaff_5172804,2B,7.969
IWGSC_CSS_2BS_scaff_5172863,2B,7.969
IWGSC_CSS_2BS_scaff_5173045,2B,7.969
IWGSC_CSS_2BS_scaff_5173327,2B,7.969
IWGSC_CSS_2BS_scaff_5173691,2B,7.969
IWGSC_CSS_2BS_scaff_5173734,2B,7.969
IWGSC_CSS_2BS_scaff_5174032,2B,7.969
IWGSC_CSS_2BS_scaff_5176225,2B,7.969
IWGSC_CSS_2BS_scaff_5176439,2B,7.969
IWGSC_CSS_2BS_scaff_5176591,2B,7.969
IWGSC_CSS_2BS_scaff_5176627,2B,7.969
IWGSC_CSS_2BS_scaff_5177818,2B,7.969
IWGSC_CSS_2BS_scaff_5178487,2B,7.969
IWGSC_CSS_2BS_scaff_5179074,2B,7.969
IWGSC_CSS_2BS_scaff_5180016,2B,7.969
IWGSC_CSS_2BS_scaff_5180595,2B,7.969
IWGSC_CSS_2BS_scaff_5180773,2B,7.969
IWGSC_CSS_2BS_scaff_5181071,2B,7.969
IWGSC_CSS_2BS_scaff_5181408,2B,7.969
IWGSC_CSS_2BS_scaff_5181717,2B,7.969
IWGSC_CSS_2BS_scaff_5183042,2B,7.969
IWGSC_CSS_2BS_scaff_5183819,2B,7.969
IWGSC_CSS_2BS_scaff_5183988,2B,7.969
IWGSC_CSS_2BS_scaff_5184238,2B,7.969
IWGSC_CSS_2BS_scaff_5184504,2B,7.969
IWGSC_CSS_2BS_scaff_5185126,2B,7.969
IWGSC_CSS_2BS_scaff_5186468,2B,7.969
IWGSC_CSS_2BS_scaff_5187064,2B,7.969
IWGSC_CSS_2BS_scaff_5187440,2B,7.969
IWGSC_CSS_2BS_scaff_5188259,2B,7.969
IWGSC_CSS_2BS_scaff_5188339,2B,7.969
IWGSC_CSS_2BS_scaff_5188493,2B,7.969
IWGSC_CSS_2BS_scaff_5189506,2B,7.969
IWGSC_CSS_2BS_scaff_5190048,2B,7.969
IWGSC_CSS_2BS_scaff_5191242,2B,7.969
IWGSC_CSS_2BS_scaff_5191436,2B,7.969
IWGSC_CSS_2BS_scaff_5191861,2B,7.969
IWGSC_CSS_2BS_scaff_5192075,2B,7.969
IWGSC_CSS_2BS_scaff_5192241,2B,7.969
IWGSC_CSS_2BS_scaff_5192307,2B,7.969
IWGSC_CSS_2BS_scaff_5192494,2B,7.969
IWGSC_CSS_2BS_scaff_5192963,2B,7.969
IWGSC_CSS_2BS_scaff_5193321,2B,7.969
IWGSC_CSS_2BS_scaff_5193654,2B,7.969
IWGSC_CSS_2BS_scaff_5194153,2B,7.969
IWGSC_CSS_2BS_scaff_5194351,2B,7.969
IWGSC_CSS_2BS_scaff_5195624,2B,7.969
IWGSC_CSS_2BS_scaff_5195663,2B,7.969
IWGSC_CSS_2BS_scaff_5195762,2B,7.969
IWGSC_CSS_2BS_scaff_5195984,2B,7.969
IWGSC_CSS_2BS_scaff_5196300,2B,7.969
IWGSC_CSS_2BS_scaff_5196346,2B,7.969
IWGSC_CSS_2BS_scaff_5197600,2B,7.969
IWGSC_CSS_2BS_scaff_5198081,2B,7.969
IWGSC_CSS_2BS_scaff_5198088,2B,7.969
IWGSC_CSS_2BS_scaff_5198617,2B,7.969
IWGSC_CSS_2BS_scaff_5198776,2B,7.969
IWGSC_CSS_2BS_scaff_5199870,2B,7.969
IWGSC_CSS_2BS_scaff_5199982,2B,7.969
IWGSC_CSS_2BS_scaff_5201925,2B,7.969
IWGSC_CSS_2BS_scaff_5202343,2B,7.969
IWGSC_CSS_2BS_scaff_5202993,2B,7.969
IWGSC_CSS_2BS_scaff_5203754,2B,7.969
IWGSC_CSS_2BS_scaff_5203832,2B,7.969
IWGSC_CSS_2BS_scaff_5204494,2B,7.969
IWGSC_CSS_2BS_scaff_5204800,2B,7.969
IWGSC_CSS_2BS_scaff_5204985,2B,7.969
IWGSC_CSS_2BS_scaff_5205376,2B,7.969
IWGSC_CSS_2BS_scaff_5205641,2B,7.969
IWGSC_CSS_2BS_scaff_5205683,2B,7.969
IWGSC_CSS_2BS_scaff_5205848,2B,7.969
IWGSC_CSS_2BS_scaff_5205918,2B,7.969
IWGSC_CSS_2BS_scaff_5206466,2B,7.969
IWGSC_CSS_2BS_scaff_5206752,2B,7.969
IWGSC_CSS_2BS_scaff_5207641,2B,7.969
IWGSC_CSS_2BS_scaff_5207783,2B,7.969
IWGSC_CSS_2BS_scaff_5207802,2B,7.969
IWGSC_CSS_2BS_scaff_5207909,2B,7.969
IWGSC_CSS_2BS_scaff_5208146,2B,7.969
IWGSC_CSS_2BS_scaff_5208240,2B,7.969
IWGSC_CSS_2BS_scaff_5209005,2B,7.969
IWGSC_CSS_2BS_scaff_5209833,2B,7.969
IWGSC_CSS_2BS_scaff_5210128,2B,7.969
IWGSC_CSS_2BS_scaff_5211396,2B,7.969
IWGSC_CSS_2BS_scaff_5212135,2B,7.969
IWGSC_CSS_2BS_scaff_5212576,2B,7.969
IWGSC_CSS_2BS_scaff_5212807,2B,7.969
IWGSC_CSS_2BS_scaff_5212822,2B,7.969
IWGSC_CSS_2BS_scaff_5212911,2B,7.969
IWGSC_CSS_2BS_scaff_5213913,2B,7.969
IWGSC_CSS_2BS_scaff_5214769,2B,7.969
IWGSC_CSS_2BS_scaff_5214861,2B,7.969
IWGSC_CSS_2BS_scaff_5215450,2B,7.969
IWGSC_CSS_2BS_scaff_5216954,2B,7.969
IWGSC_CSS_2BS_scaff_5217051,2B,7.969
IWGSC_CSS_2BS_scaff_5217167,2B,7.969
IWGSC_CSS_2BS_scaff_5217593,2B,7.969
IWGSC_CSS_2BS_scaff_5217755,2B,7.969
IWGSC_CSS_2BS_scaff_5217973,2B,7.969
IWGSC_CSS_2BS_scaff_5218038,2B,7.969
IWGSC_CSS_2BS_scaff_5218127,2B,7.969
IWGSC_CSS_2BS_scaff_5218245,2B,7.969
IWGSC_CSS_2BS_scaff_5219571,2B,7.969
IWGSC_CSS_2BS_scaff_5219699,2B,7.969
IWGSC_CSS_2BS_scaff_5221109,2B,7.969
IWGSC_CSS_2BS_scaff_5221544,2B,7.969
IWGSC_CSS_2BS_scaff_5221584,2B,7.969
IWGSC_CSS_2BS_scaff_5221618,2B,7.969
IWGSC_CSS_2BS_scaff_5221970,2B,7.969
IWGSC_CSS_2BS_scaff_5223108,2B,7.969
IWGSC_CSS_2BS_scaff_5223775,2B,7.969
IWGSC_CSS_2BS_scaff_5223950,2B,7.969
IWGSC_CSS_2BS_scaff_5224753,2B,7.969
IWGSC_CSS_2BS_scaff_5225124,2B,7.969
IWGSC_CSS_2BS_scaff_5225369,2B,7.969
IWGSC_CSS_2BS_scaff_5225542,2B,7.969
IWGSC_CSS_2BS_scaff_5226451,2B,7.969
IWGSC_CSS_2BS_scaff_5227115,2B,7.969
IWGSC_CSS_2BS_scaff_5227597,2B,7.969
IWGSC_CSS_2BS_scaff_5227649,2B,7.969
IWGSC_CSS_2BS_scaff_5227843,2B,7.969
IWGSC_CSS_2BS_scaff_5228085,2B,7.969
IWGSC_CSS_2BS_scaff_5228501,2B,7.969
IWGSC_CSS_2BS_scaff_5228544,2B,7.969
IWGSC_CSS_2BS_scaff_5228782,2B,7.969
IWGSC_CSS_2BS_scaff_5228837,2B,7.969
IWGSC_CSS_2BS_scaff_5229129,2B,7.969
IWGSC_CSS_2BS_scaff_5229743,2B,7.969
IWGSC_CSS_2BS_scaff_5229954,2B,7.969
IWGSC_CSS_2BS_scaff_5230183,2B,7.969
IWGSC_CSS_2BS_scaff_5230929,2B,7.969
IWGSC_CSS_2BS_scaff_5230935,2B,7.969
IWGSC_CSS_2BS_scaff_5231067,2B,7.969
IWGSC_CSS_2BS_scaff_5231132,2B,7.969
IWGSC_CSS_2BS_scaff_5231619,2B,7.969
IWGSC_CSS_2BS_scaff_5231660,2B,7.969
IWGSC_CSS_2BS_scaff_5231893,2B,7.969
IWGSC_CSS_2BS_scaff_5232568,2B,7.969
IWGSC_CSS_2BS_scaff_5232720,2B,7.969
IWGSC_CSS_2BS_scaff_5233237,2B,7.969
IWGSC_CSS_2BS_scaff_5233605,2B,7.969
IWGSC_CSS_2BS_scaff_5233655,2B,7.969
IWGSC_CSS_2BS_scaff_5234279,2B,7.969
IWGSC_CSS_2BS_scaff_5234333,2B,7.969
IWGSC_CSS_2BS_scaff_5234886,2B,7.969
